item_sku,rec_sku,price
HBPT16,BP24B,60.75
HBPT24,HBPT16,87.5
HBPT24,HBFE48,134.5
HBPT24,HBFE24,86.25
HBPT24,HBFE103,323.0
HBPT24,HBFE32,102.5
HBPT24,HBBD24,137.5
HBPT24,HBBD32,154.0
HBPT24,HBBD16,109.5
HBPT24,BP16B,54.5
HBPT24,BP24B,60.75
HSPD16,BP16B,54.5
HSPD16,HBPT16,87.5
HSPD16,HBFE48,134.5
HSPD16,HBFE24,86.25
HSPD16,HBFE103,323.0
HSPD16,HBFE32,102.5
HSPD16,HBBD16,109.5
HSPD16,HBBD24,137.5
HSPD16,HBBD32,154.0
HSPD16,HBFE16,80.75
10SSD,SGDTX90BR,268.0
10SSD,SGDXL80BR,263.0
10SSD,SHDX60R,187.5
10SSD,SDDDM1AR,20.35
10SSD,SSDMR4BR,84.75
10SSD,SGDMRC44B,100.0
10SSD,SHDX80R,219.5
10SSD,SGDX60BR,179.5
10SSD,SGDX80BR,219.5
10SSD,120SSDP,12.85
120SSDP,SGDTX90BR,268.0
120SSDP,SGDXL80BR,263.0
120SSDP,SHDX60R,187.5
120SSDP,SDDDM1AR,20.35
120SSDP,SSDMR4BR,84.75
120SSDP,SGDMRC44B,100.0
120SSDP,SHDX80R,219.5
120SSDP,SGDX60BR,179.5
120SSDP,SGDX80BR,219.5
120SSDP,20SSD,15.5
20SSD,SGDTX90BR,268.0
20SSD,SGDXL80BR,263.0
20SSD,SHDX60R,187.5
20SSD,SDDDM1AR,20.35
20SSD,SSDMR4BR,84.75
20SSD,SGDMRC44B,100.0
20SSD,SHDX80R,219.5
20SSD,SGDX60BR,179.5
20SSD,SGDX80BR,219.5
20SSD,120SSDP,12.85
30SSD,SGDTX90BR,268.0
30SSD,SGDXL80BR,263.0
30SSD,SHDX60R,187.5
30SSD,SDDDM1AR,20.35
30SSD,SSDMR4BR,84.75
30SSD,SGDMRC44B,100.0
30SSD,SHDX80R,219.5
30SSD,SGDX60BR,179.5
30SSD,SGDX80BR,219.5
30SSD,120SSDP,12.85
NDD108BR,SGDTX90BR,268.0
NDD108BR,SGDXL80BR,263.0
NDD108BR,SHDX60R,187.5
NDD108BR,SDDDM1AR,20.35
NDD108BR,SSDMR4BR,84.75
NDD108BR,SGDMRC44B,100.0
NDD108BR,SHDX80R,219.5
NDD108BR,SGDX60BR,179.5
NDD108BR,SGDX80BR,219.5
NDD108BR,NDD110BY,27.75
NDD110BY,SGDTX90BR,268.0
NDD110BY,SGDXL80BR,263.0
NDD110BY,SHDX60R,187.5
NDD110BY,SDDDM1AR,20.35
NDD110BY,SSDMR4BR,84.75
NDD110BY,SGDMRC44B,100.0
NDD110BY,SHDX80R,219.5
NDD110BY,SGDX60BR,179.5
NDD110BY,SGDX80BR,219.5
NDD110BY,NDD108BR,27.75
NDD112BB,SGDXL80BR,263.0
NDD112BB,SHDX60R,187.5
NDD112BB,SDDDM1AR,20.35
NDD112BB,SSDMR4BR,84.75
NDD112BB,SGDMRC44B,100.0
NDD112BB,SHDX80R,219.5
NDD112BB,SGDX60BR,179.5
NDD112BB,SGDX80BR,219.5
NDD112BB,NDD110BY,27.75
NDD112BB,NDD108BR,27.75
SDDDM1AR,SSDMR4BR,84.75
SDDDM1AR,SGDMRC44B,100.0
SDDDM1AR,SHDX80R,219.5
SDDDM1AR,SGDX60BR,179.5
SDDDM1AR,SGDX80BR,219.5
SDDDM1AR,SGDP31IRBR,24.5
SDDDM1AR,SGD4BR,30.5
SDDDM1AR,SSF1,22.7
SDDDM1AR,SGDP42IRBR,30.5
SDDDM1AR,SSFP2,23.7
SDM400A,SHDX60R,187.5
SDM400A,SDDDM1AR,20.35
SDM400A,SSDMR4BR,84.75
SDM400A,SGDMRC44B,100.0
SDM400A,SHDX80R,219.5
SDM400A,SGDX60BR,179.5
SDM400A,SGDX80BR,219.5
SDM400A,SSFP1,23.7
SDM400A,SSF1,22.7
SDM400A,SSFP2,23.7
SGD153BR,SHDX60R,187.5
SGD153BR,SDDDM1AR,20.35
SGD153BR,SSDMR4BR,84.75
SGD153BR,SHDX80R,219.5
SGD153BR,SGDX80BR,219.5
SGD153BR,SGD155CR,43.75
SGD153BR,SHD1R,15.55
SGD153BR,SGDX60BR,179.5
SGD153BR,SGDMRC4-TM4,27.25
SGD153BR,SGDMRC44B,100.0
SGD155CR,SHDX60R,187.5
SGD155CR,SDDDM1AR,20.35
SGD155CR,SSDMR4BR,84.75
SGD155CR,SHDX80R,219.5
SGD155CR,SGDX80BR,219.5
SGD155CR,SHD1R,15.55
SGD155CR,SGDMRC4-TM4,27.25
SGD155CR,SGDX60BR,179.5
SGD155CR,SGDMRC44B,100.0
SGD155CR,SGD153BR,26.75
SGD2BR,SHDX80R,219.5
SGD2BR,SGDX60BR,179.5
SGD2BR,SGDX80BR,219.5
SGD2BR,SGDP64IRBR,46.0
SGD2BR,SGD8BR,42.5
SGD2BR,SGDP63IRBR,34.75
SGD2BR,SGDP31IRBR,24.5
SGD2BR,SGD6BR,34.75
SGD2BR,SGD4BR,30.5
SGD2BR,SGDP42IRBR,30.5
SGD4120BR,SDDDM1AR,20.35
SGD4120BR,SSDMR4BR,84.75
SGD4120BR,SGDMRC44B,100.0
SGD4120BR,SHDX80R,219.5
SGD4120BR,SGDX60BR,179.5
SGD4120BR,SGDX80BR,219.5
SGD4120BR,SGD6BR,34.75
SGD4120BR,SGDP31IRBR,24.5
SGD4120BR,SGD4BR,30.5
SGD4120BR,SGDP42IRBR,30.5
SGD4BR,SGDX60BR,179.5
SGD4BR,SGDX80BR,219.5
SGD4BR,SHDP42IRR,31.25
SGD4BR,SGD8BR,42.5
SGD4BR,SGDP63IRBR,34.75
SGD4BR,SGD2BR,24.5
SGD4BR,SGD6BR,34.75
SGD4BR,SGDP31IRBR,24.5
SGD4BR,SSFP2,23.7
SGD4BR,SGDP42IRBR,30.5
SGD6BR,SGDMRC44B,100.0
SGD6BR,SHDX80R,219.5
SGD6BR,SGDX60BR,179.5
SGD6BR,SGDX80BR,219.5
SGD6BR,SGD8BR,42.5
SGD6BR,SGDP63IRBR,34.75
SGD6BR,SGDP31IRBR,24.5
SGD6BR,SGD2BR,24.5
SGD6BR,SGD4BR,30.5
SGD6BR,SGDP42IRBR,30.5
SGD8BR,SHDX80R,219.5
SGD8BR,SGDX60BR,179.5
SGD8BR,SGDX80BR,219.5
SGD8BR,SGDP64IRBR,46.0
SGD8BR,SGDP63IRBR,34.75
SGD8BR,SGD2BR,24.5
SGD8BR,SGDP31IRBR,24.5
SGD8BR,SGD4BR,30.5
SGD8BR,SGD6BR,34.75
SGD8BR,SGDP42IRBR,30.5
SGDMRC103A,SGDXL80BR,263.0
SGDMRC103A,SHDX60R,187.5
SGDMRC103A,SDDDM1AR,20.35
SGDMRC103A,SSDMR4BR,84.75
SGDMRC103A,SGDMRC44B,100.0
SGDMRC103A,SHDX80R,219.5
SGDMRC103A,SGDX60BR,179.5
SGDMRC103A,SGDX80BR,219.5
SGDMRC103A,SSF1,22.7
SGDMRC103A,SSFP2,23.7
SGDMRC108A,SGDXL80BR,263.0
SGDMRC108A,SHDX60R,187.5
SGDMRC108A,SDDDM1AR,20.35
SGDMRC108A,SSDMR4BR,84.75
SGDMRC108A,SGDMRC44B,100.0
SGDMRC108A,SHDX80R,219.5
SGDMRC108A,SGDX60BR,179.5
SGDMRC108A,SGDX80BR,219.5
SGDMRC108A,SSF1,22.7
SGDMRC108A,SSFP2,23.7
SGDMRC11A,SDDDM1AR,20.35
SGDMRC11A,SSDMR4BR,84.75
SGDMRC11A,SGDMRC44B,100.0
SGDMRC11A,SHDX80R,219.5
SGDMRC11A,SGDX60BR,179.5
SGDMRC11A,SGDX80BR,219.5
SGDMRC11A,SSF1,22.7
SGDMRC11A,SGD4BR,30.5
SGDMRC11A,SSFP2,23.7
SGDMRC11A,SGDP42IRBR,30.5
SGDMRC4-TM4,SDDDM1AR,20.35
SGDMRC4-TM4,SSDMR4BR,84.75
SGDMRC4-TM4,SHDX80R,219.5
SGDMRC4-TM4,SSF1,22.7
SGDMRC4-TM4,SGDX80BR,219.5
SGDMRC4-TM4,SSFP2,23.7
SGDMRC4-TM4,SHD1R,15.55
SGDMRC4-TM4,SGDX60BR,179.5
SGDMRC4-TM4,SGD153BR,26.75
SGDMRC4-TM4,SGDMRC44B,100.0
SGDMRC44B,SSFP1,23.7
SGDMRC44B,SGD6BR,34.75
SGDMRC44B,SSF1,22.7
SGDMRC44B,SGDP31IRBR,24.5
SGDMRC44B,SGD4BR,30.5
SGDMRC44B,SHD1R,15.55
SGDMRC44B,SGD153BR,26.75
SGDMRC44B,SGDX80BR,219.5
SGDMRC44B,SGDX60BR,179.5
SGDMRC44B,SGDP42IRBR,30.5
SGDMRC44B,SGDMRC4-TM4,27.25
SGDMRC44B,SSFP2,23.7
SGDMRC44B,SGDX40BR,72.5
SGDMRC44B,SGDP63IRBR,34.75
SGDMRC44B,SS5A,20.35
SGDMRC44B,SGDP162BR,48.25
SGDMRC4A,SHDX60R,187.5
SGDMRC4A,SDDDM1AR,20.35
SGDMRC4A,SSDMR4BR,84.75
SGDMRC4A,SGDMRC44B,100.0
SGDMRC4A,SHDX80R,219.5
SGDMRC4A,SGDX60BR,179.5
SGDMRC4A,SGDX80BR,219.5
SGDMRC4A,SSFP1,23.7
SGDMRC4A,SSF1,22.7
SGDMRC4A,SSFP2,23.7
SGDMRCE44,SDDDM1AR,20.35
SGDMRCE44,SSDMR4BR,84.75
SGDMRCE44,SGDMRC44B,100.0
SGDMRCE44,SHDX80R,219.5
SGDMRCE44,SGDX60BR,179.5
SGDMRCE44,SGDX80BR,219.5
SGDMRCE44,SGDP42IRBR,30.5
SGDMRCE44,SSFP1,23.7
SGDMRCE44,SSF1,22.7
SGDMRCE44,SSFP2,23.7
SGDP162BR,SHDX60R,187.5
SGDP162BR,SDDDM1AR,20.35
SGDP162BR,SSDMR4BR,84.75
SGDP162BR,SGDMRC44B,100.0
SGDP162BR,SHDX80R,219.5
SGDP162BR,SGDX60BR,179.5
SGDP162BR,SGDX80BR,219.5
SGDP162BR,SGDX40BR,72.5
SGDP162BR,SGDP63IRBR,34.75
SGDP162BR,SS5A,20.35
SGDP31IRBR,SGD8BR,42.5
SGDP31IRBR,SHD6R,34.0
SGDP31IRBR,SHD2R,25.0
SGDP31IRBR,SHD4R,31.0
SGDP31IRBR,SGDP63IRBR,34.75
SGDP31IRBR,SGD6BR,34.75
SGDP31IRBR,SSFP2,23.7
SGDP31IRBR,SGD4BR,30.5
SGDP31IRBR,SGD2BR,24.5
SGDP31IRBR,SGDP42IRBR,30.5
SGDP42IRBR,SGDX80BR,219.5
SGDP42IRBR,SGD8BR,42.5
SGDP42IRBR,SHD4R,31.0
SGDP42IRBR,SHD6R,34.0
SGDP42IRBR,SGDP63IRBR,34.75
SGDP42IRBR,SGD2BR,24.5
SGDP42IRBR,SGD6BR,34.75
SGDP42IRBR,SGDP31IRBR,24.5
SGDP42IRBR,SGD4BR,30.5
SGDP42IRBR,SSFP2,23.7
SGDP63IRBG,SGDMRC44B,100.0
SGDP63IRBG,SHDX80R,219.5
SGDP63IRBG,SGDX60BR,179.5
SGDP63IRBG,SGDX80BR,219.5
SGDP63IRBG,SGD6BR,34.75
SGDP63IRBG,SHD6R,34.0
SGDP63IRBG,SGDP31IRBR,24.5
SGDP63IRBG,SGD4BR,30.5
SGDP63IRBG,SGD2BR,24.5
SGDP63IRBG,SGDP42IRBR,30.5
SGDP63IRBR,SGDP64IRBR,46.0
SGDP63IRBR,SGD155CR,43.75
SGDP63IRBR,SHD6R,34.0
SGDP63IRBR,SHD2R,25.0
SGDP63IRBR,SSFP2,23.7
SGDP63IRBR,SGDP31IRBR,24.5
SGDP63IRBR,SGDMRC44B,100.0
SGDP63IRBR,SGD4BR,30.5
SGDP63IRBR,SHD4R,31.0
SGDP63IRBR,SGD2BR,24.5
SGDP63IRBR,SGD6BR,34.75
SGDP63IRBR,SGDX80BR,219.5
SGDP63IRBR,SGDP42IRBR,30.5
SGDP63IRBR,SGDX40BR,72.5
SGDP63IRBR,SS5A,20.35
SGDP63IRBR,SGDP162BR,48.25
SGDP64IRBR,SHDX80R,219.5
SGDP64IRBR,SGDX60BR,179.5
SGDP64IRBR,SGDX80BR,219.5
SGDP64IRBR,SGD8BR,42.5
SGDP64IRBR,SGDP63IRBR,34.75
SGDP64IRBR,SGDP31IRBR,24.5
SGDP64IRBR,SGD2BR,24.5
SGDP64IRBR,SGD4BR,30.5
SGDP64IRBR,SGDP42IRBR,30.5
SGDP64IRBR,SGD6BR,34.75
SGDQ16KT,SGDTX90BR,268.0
SGDQ16KT,SGDXL80BR,263.0
SGDQ16KT,SHDX60R,187.5
SGDQ16KT,SDDDM1AR,20.35
SGDQ16KT,SSDMR4BR,84.75
SGDQ16KT,SGDMRC44B,100.0
SGDQ16KT,SHDX80R,219.5
SGDQ16KT,SGDX60BR,179.5
SGDQ16KT,SGDX80BR,219.5
SGDQ16KT,SSFP2,23.7
SGDTX315BR,SDDDM1AR,20.35
SGDTX315BR,SSDMR4BR,84.75
SGDTX315BR,SGDMRC44B,100.0
SGDTX315BR,SHDX80R,219.5
SGDTX315BR,SGDX60BR,179.5
SGDTX315BR,SGDX80BR,219.5
SGDTX315BR,SGDP42IRBR,30.5
SGDTX315BR,SGD6BR,34.75
SGDTX315BR,SGD4BR,30.5
SGDTX315BR,SGDP31IRBR,24.5
SGDTX50BR,SGDX40BR,72.5
SGDTX50BR,SGDTX90BR,268.0
SGDTX50BR,SGDXL80BR,263.0
SGDTX50BR,SHDX60R,187.5
SGDTX50BR,SDDDM1AR,20.35
SGDTX50BR,SSDMR4BR,84.75
SGDTX50BR,SGDMRC44B,100.0
SGDTX50BR,SHDX80R,219.5
SGDTX50BR,SGDX60BR,179.5
SGDTX50BR,SGDX80BR,219.5
SGDTX90BR,SGDMRC44B,100.0
SGDTX90BR,SHDX80R,219.5
SGDTX90BR,SGDX60BR,179.5
SGDTX90BR,SGDX80BR,219.5
SGDTX90BR,SGDP64IRBR,46.0
SGDTX90BR,SSFP2,23.7
SGDTX90BR,SGDP42IRBR,30.5
SGDTX90BR,SGDP63IRBR,34.75
SGDTX90BR,SGD4BR,30.5
SGDTX90BR,SSF1,22.7
SGDX40BR,SGDMRC44B,100.0
SGDX40BR,SHDX80R,219.5
SGDX40BR,SGDX60BR,179.5
SGDX40BR,SSFP1,23.7
SGDX40BR,SSF1,22.7
SGDX40BR,SSFP2,23.7
SGDX40BR,SGDX80BR,219.5
SGDX40BR,SGDP63IRBR,34.75
SGDX40BR,SS5A,20.35
SGDX40BR,SGDP162BR,48.25
SGDX60BR,SDDDM1AR,20.35
SGDX60BR,SSDMR4BR,84.75
SGDX60BR,SHDX80R,219.5
SGDX60BR,SGDX60BR,179.5
SGDX60BR,SGDX80BR,219.5
SGDX60BR,SSFP2,23.7
SGDX60BR,SHD1R,15.55
SGDX60BR,SGD153BR,26.75
SGDX60BR,SGDMRC4-TM4,27.25
SGDX60BR,SGDMRC44B,100.0
SGDX80BR,SGDP64IRBR,46.0
SGDX80BR,SGD155CR,43.75
SGDX80BR,SSF1,22.7
SGDX80BR,SSFP2,23.7
SGDX80BR,SGDMRC44B,100.0
SGDX80BR,SGDP63IRBR,34.75
SGDX80BR,SGDX40BR,72.5
SGDX80BR,120SSDP,12.85
SGDX80BR,SS5A,20.35
SGDX80BR,SGDP162BR,48.25
SGDXL80BR,SGDMRC44B,100.0
SGDXL80BR,SHDX80R,219.5
SGDXL80BR,SGDX60BR,179.5
SGDXL80BR,SSFP1,23.7
SGDXL80BR,SGDX80BR,219.5
SGDXL80BR,SSF1,22.7
SGDXL80BR,SSFP2,23.7
SGDXL80BR,SGD4BR,30.5
SGDXL80BR,SGDP42IRBR,30.5
SGDXL80BR,SGD2BR,24.5
SHD1R,SHDP63IRR,34.0
SHD1R,SHDP31IRR,25.0
SHD1R,SHD6R,34.0
SHD1R,SHDP42IRR,31.25
SHD1R,SGD6BR,34.75
SHD1R,SGDP31IRBR,24.5
SHD1R,SGDMRC44B,100.0
SHD1R,SGD153BR,26.75
SHD1R,SGD4BR,30.5
SHD1R,SGDP42IRBR,30.5
SHD1R,SHD4R,31.0
SHD1R,SGDMRC4-TM4,27.25
SHD1R,SGDX60BR,179.5
SHD2R,SHDX80R,219.5
SHD2R,SGDX60BR,179.5
SHD2R,SGDX80BR,219.5
SHD2R,SHDP63IRR,34.0
SHD2R,SGDP31IRBR,24.5
SHD2R,SHD4R,31.0
SHD2R,SHD6R,34.0
SHD2R,SHDP31IRR,25.0
SHD2R,SGDP42IRBR,30.5
SHD2R,SHDP42IRR,31.25
SHD4R,SGDMRC44B,100.0
SHD4R,SHDX80R,219.5
SHD4R,SGDX60BR,179.5
SHD4R,SGDX80BR,219.5
SHD4R,SHD2R,25.0
SHD4R,SGDP31IRBR,24.5
SHD4R,SHD6R,34.0
SHD4R,SHDP31IRR,25.0
SHD4R,SGDP42IRBR,30.5
SHD4R,SHDP42IRR,31.25
SHD6R,SHDX80R,219.5
SHD6R,SGDX60BR,179.5
SHD6R,SGDX80BR,219.5
SHD6R,SHD2R,25.0
SHD6R,SGDP31IRBR,24.5
SHD6R,SHD4R,31.0
SHD6R,SHDP63IRR,34.0
SHD6R,SGDP42IRBR,30.5
SHD6R,SHDP31IRR,25.0
SHD6R,SHDP42IRR,31.25
SHDP31IRR,SSDMR4BR,84.75
SHDP31IRR,SGDMRC44B,100.0
SHDP31IRR,SHDX80R,219.5
SHDP31IRR,SGDX60BR,179.5
SHDP31IRR,SGDX80BR,219.5
SHDP31IRR,SHD2R,25.0
SHDP31IRR,SHDP63IRR,34.0
SHDP31IRR,SHD4R,31.0
SHDP31IRR,SHD6R,34.0
SHDP31IRR,SHDP42IRR,31.25
SHDP42IRR,SSDMR4BR,84.75
SHDP42IRR,SGDMRC44B,100.0
SHDP42IRR,SHDX80R,219.5
SHDP42IRR,SGDX60BR,179.5
SHDP42IRR,SGDX80BR,219.5
SHDP42IRR,SHD2R,25.0
SHDP42IRR,SHDP63IRR,34.0
SHDP42IRR,SHD6R,34.0
SHDP42IRR,SHD4R,31.0
SHDP42IRR,SHDP31IRR,25.0
SHDP63IRR,SGDX60BR,179.5
SHDP63IRR,SGDX80BR,219.5
SHDP63IRR,SHD2R,25.0
SHDP63IRR,SHD4R,31.0
SHDP63IRR,SHDP31IRR,25.0
SHDP63IRR,SHD6R,34.0
SHDP63IRR,SSFP2,23.7
SHDP63IRR,SHDP42IRR,31.25
SHDP63IRR,20SSD,15.5
SHDP63IRR,120SSDP,12.85
SHDX60R,SGDXL80BR,263.0
SHDX60R,SHDX60R,187.5
SHDX60R,SDDDM1AR,20.35
SHDX60R,SSDMR4BR,84.75
SHDX60R,SGDMRC44B,100.0
SHDX60R,SHDX80R,219.5
SHDX60R,SGDX60BR,179.5
SHDX60R,SGDX80BR,219.5
SHDX60R,SSF1,22.7
SHDX60R,SSFP2,23.7
SHDX80R,SHDX60R,187.5
SHDX80R,SDDDM1AR,20.35
SHDX80R,SSDMR4BR,84.75
SHDX80R,SGDMRC44B,100.0
SHDX80R,SHDX80R,219.5
SHDX80R,SGDX60BR,179.5
SHDX80R,SGDX80BR,219.5
SHDX80R,SSFP1,23.7
SHDX80R,SSF1,22.7
SHDX80R,SSFP2,23.7
SS5A,SHDX60R,187.5
SS5A,SDDDM1AR,20.35
SS5A,SSDMR4BR,84.75
SS5A,SGDMRC44B,100.0
SS5A,SHDX80R,219.5
SS5A,SGDX60BR,179.5
SS5A,SGDX80BR,219.5
SS5A,SGDX40BR,72.5
SS5A,SGDP63IRBR,34.75
SS5A,SGDP162BR,48.25
SSDMR4BR,SGDX60BR,179.5
SSDMR4BR,SGDX80BR,219.5
SSDMR4BR,SGD2BR,24.5
SSDMR4BR,SSF1,22.7
SSDMR4BR,SGDP31IRBR,24.5
SSDMR4BR,SGD4BR,30.5
SSDMR4BR,SGDP42IRBR,30.5
SSDMR4BR,SHDP42IRR,31.25
SSDMR4BR,SSFP2,23.7
SSDMR4BR,SGD6BR,34.75
SSF1,SGDXL80BR,263.0
SSF1,SHDX60R,187.5
SSF1,SDDDM1AR,20.35
SSF1,SSDMR4BR,84.75
SSF1,SGDMRC44B,100.0
SSF1,SHDX80R,219.5
SSF1,SGDX60BR,179.5
SSF1,SGDX80BR,219.5
SSF1,SSFP1,23.7
SSF1,SSFP2,23.7
SSFP1,SGDXL80BR,263.0
SSFP1,SHDX60R,187.5
SSFP1,SDDDM1AR,20.35
SSFP1,SSDMR4BR,84.75
SSFP1,SGDMRC44B,100.0
SSFP1,SHDX80R,219.5
SSFP1,SGDX60BR,179.5
SSFP1,SGDX80BR,219.5
SSFP1,SSF1,22.7
SSFP1,SSFP2,23.7
SSFP2,SGDXL80BR,263.0
SSFP2,SHDX60R,187.5
SSFP2,SDDDM1AR,20.35
SSFP2,SSDMR4BR,84.75
SSFP2,SGDMRC44B,100.0
SSFP2,SHDX80R,219.5
SSFP2,SGDX60BR,179.5
SSFP2,SGDX80BR,219.5
SSFP2,SSFP1,23.7
SSFP2,SSF1,22.7
ST50A,SSDMR4BR,84.75
ST50A,SGDMRC44B,100.0
ST50A,SHDX80R,219.5
ST50A,SGDX60BR,179.5
ST50A,SGDX80BR,219.5
ST50A,SGDP31IRBR,24.5
ST50A,SSFP1,23.7
ST50A,SSF1,22.7
ST50A,SSFP2,23.7
ST50A,SGDP42IRBR,30.5
TMR4,SGDXL80BR,263.0
TMR4,SHDX60R,187.5
TMR4,SDDDM1AR,20.35
TMR4,SSDMR4BR,84.75
TMR4,SGDMRC44B,100.0
TMR4,SHDX80R,219.5
TMR4,SGDX60BR,179.5
TMR4,SGDX80BR,219.5
TMR4,SSF1,22.7
TMR4,SSFP2,23.7
110ETMAY,211FY,246.0
110ETMAY,212IMFMSYA,272.0
110ETMAY,212SFSMY,391.0
110ETMAY,315IMMYA,375.0
110ETMAY,212FSMY,260.0
110ETMAY,214IMFMYA,266.0
110ETMAY,214SIMFMYA,396.0
110ETMAY,315SIMMYA,605.0
110ETMAY,BLPTHC87,610.0
110ETMAY,110TMDY,177.5
110STMDY,313TWYA,419.0
110STMDY,110TMY,177.5
110STMDY,211SFY,377.0
110STMDY,211FY,246.0
110STMDY,212SFMY,391.0
110STMDY,212FMY,260.0
110STMDY,111TMMDY,224.5
110STMDY,111STMMDY,321.0
110STMDY,313SYA,685.0
110STMDY,110TMDY,177.5
110STMDY,313SMYA,555.0
110STMY,110STMDY,284.0
110STMY,212SIMFYA,379.0
110STMY,214SIMFMYA,396.0
110STMY,315IMMYA,375.0
110STMY,313TWMYA,402.0
110STMY,S9704KA,52.75
110STMY,313TWYA,419.0
110STMY,313SWYA,429.0
110STMY,212IMFMSYA,272.0
110STMY,214IMFMYA,266.0
110STMY,110TMY,177.5
110STMY,311IMYA,296.0
110STMY,313TSYA,685.0
110STMY,211FSY,246.0
110STMY,112TMMY,245.0
110STMY,207EFAMY,218.5
110STMY,212FSMY,260.0
110STMY,BLPTHC87,610.0
110STMY,110TMDY,177.5
110STMY,S9706KRA,51.25
110STMY,212SFSMY,391.0
110STMY,S9711KA,55.5
110STMY,208EPIT,403.0
110STMY,211FY,246.0
110STMY,S9704KR,54.25
110STMY,212EFTXY,459.0
110STMY,111TMMDY,224.5
110STMY,211SFSY,377.0
110STMY,212FMY,260.0
110STMY,112STMMY,355.0
110STMY,207EFTXY,272.0
110STMY,313TSMYA,560.0
110STMY,TW381,56.25
110STMY,208EFAY,227.0
110STMY,TW401,61.0
110STMY,TWM32,63.5
110STMY,TWM24,38.25
110STMY,TWM26,44.0
110STMY,TWM27,44.0
110STMY,TMM4,20.8
110STMY,STMM4,30.0
110STMY,TWM30,57.0
110STMY,TW421,68.0
110STMY,TWM28,47.5
110STMY,TW441,81.75
110STMY,TWM25,40.25
110STMY,TWM22,34.5
110STMY,TWM20,31.25
110STMY,TW461,89.25
110TMDY,313TSYA,685.0
110TMDY,110TMY,177.5
110TMDY,313SWMYA,398.0
110TMDY,BLPTHC87,610.0
110TMDY,313SWYA,429.0
110TMDY,211SFY,377.0
110TMDY,212SFMY,391.0
110TMDY,313SYA,685.0
110TMDY,111STMMDY,321.0
110TMDY,313SMYA,555.0
110TMDY,110STMDY,284.0
110TMDY,208EPIT,403.0
110TMDY,S9706KRA,51.25
110TMDY,212EFTXY,459.0
110TMDY,207EFAMY,218.5
110TMDY,212SFSMY,391.0
110TMDY,S9704KR,54.25
110TMDY,207EFTXY,272.0
110TMDY,S9711KA,55.5
110TMDY,315IMMYA,375.0
110TMDY,211SFSY,377.0
110TMDY,112STMMY,355.0
110TMDY,212FMY,260.0
110TMDY,208EFAY,227.0
110TMDY,211FY,246.0
110TMDY,110STMY,284.0
110TMDY,315SIMMYA,605.0
110TMDY,313SIMA,620.0
110TMDY,311IMYA,296.0
110TMDY,214IMFMYA,266.0
110TMDY,111TMMDY,224.5
110TMDY,212SIMFYA,379.0
110TMDY,214SIMFMYA,396.0
110TMDY,212IMFMSYA,272.0
110TMDY,S6106KA,97.25
110TMDY,TW381,56.25
110TMDY,TW401,61.0
110TMDY,TW441,81.75
110TMDY,TWM32,63.5
110TMDY,TW421,68.0
110TMDY,TWM26,44.0
110TMDY,TWM30,57.0
110TMDY,TWM28,47.5
110TMDY,TW461,89.25
110TMSY,212IMFMSYA,272.0
110TMSY,212SFSMY,391.0
110TMSY,315IMMYA,375.0
110TMSY,110TMDY,177.5
110TMSY,212FSMY,260.0
110TMSY,214IMFMYA,266.0
110TMSY,214SIMFMYA,396.0
110TMSY,315SIMMYA,605.0
110TMSY,BLPTHC87,610.0
110TMSY,211FSSY,310.0
110TMY,211SFY,377.0
110TMY,212EFTAY,333.0
110TMY,212SIMFYA,379.0
110TMY,315IMMYA,375.0
110TMY,212EFTXY,459.0
110TMY,110STMDY,284.0
110TMY,313TSMYA,560.0
110TMY,S9704KR,54.25
110TMY,313TWMYA,402.0
110TMY,SW381,56.25
110TMY,214SIMFMYA,396.0
110TMY,211SFSY,377.0
110TMY,212IMFMSYA,272.0
110TMY,212FMY,260.0
110TMY,BLPTHC87,610.0
110TMY,311IMYA,296.0
110TMY,313TSYA,685.0
110TMY,212SFSMY,391.0
110TMY,214IMFMYA,266.0
110TMY,112STMMY,355.0
110TMY,110TMDY,177.5
110TMY,313TWYA,419.0
110TMY,212FSMY,260.0
110TMY,112TMMY,245.0
110TMY,S9706KRA,51.25
110TMY,211FSY,246.0
110TMY,110STMY,284.0
110TMY,211FY,246.0
110TMY,TW381,56.25
110TMY,TW401,61.0
110TMY,313SWYA,429.0
110TMY,TWM27,44.0
110TMY,TMM4,20.8
110TMY,TWM25,40.25
110TMY,SW401,61.25
111STMMDY,BLPTHC87,610.0
111STMMDY,211SFY,377.0
111STMMDY,211FY,246.0
111STMMDY,313SYA,685.0
111STMMDY,212SFMY,391.0
111STMMDY,212FMY,260.0
111STMMDY,110TMDY,177.5
111STMMDY,313SMYA,555.0
111STMMDY,111TMMDY,224.5
111STMMDY,110STMDY,284.0
111TMMDY,313SMYA,555.0
111TMMDY,313SWMYA,398.0
111TMMDY,313SWYA,429.0
111TMMDY,BLPTHC87,610.0
111TMMDY,211SFY,377.0
111TMMDY,212SFMY,391.0
111TMMDY,110STMDY,284.0
111TMMDY,212EFTXY,459.0
111TMMDY,208EPIT,403.0
111TMMDY,S9706KRA,51.25
111TMMDY,S9704KR,54.25
111TMMDY,208EFAY,227.0
111TMMDY,111STMMDY,321.0
111TMMDY,S9711KA,55.5
111TMMDY,315SIMMYA,605.0
111TMMDY,207EFAMY,218.5
111TMMDY,212SFSMY,391.0
111TMMDY,315IMMYA,375.0
111TMMDY,211SFSY,377.0
