,query_sku,rec_sku,price
19832,TMMS15,2006IT,153.0
19833,TMMS15,10SSD,12.55
19834,TMMS15,14V12,92.0
19835,TMMS15,TMMS13,26.0
19836,TMMS15,TMMS8,26.0
19837,TMMS15,208CCP,50.5
19838,TMMS15,1412A,53.0
19839,TMMS15,SWM241,38.25
19840,TMMS4,208CCP,50.5
19841,TMMS4,10SSD,12.55
19842,TMMS4,14V,88.75
19843,TMMS4,20SSD,15.5
19844,TMMS4,14V12,92.0
19845,TMMS4,2420A,83.75
19846,TMMS4,1412A,53.0
19847,TMMS4,2006IT,153.0
19848,TMMS4,340SSDP,22.3
19849,TMMS4,A179A,56.5
19850,TMMS4.5,2006IT,153.0
19851,TMMS4.5,10SSD,12.55
19852,TMMS4.5,20SSD,15.5
19853,TMMS4.5,14V,88.75
19854,TMMS4.5,208CCP,50.5
19855,TMMS4.5,14V12,92.0
19856,TMMS4.5,2420A,83.75
19857,TMMS4.5,1412A,53.0
19858,TMMS4.5,7031A,45.5
19859,TMMS4.5,340SSDP,22.3
19860,TMMS5,208CCP,50.5
19861,TMMS5,2420A,83.75
19862,TMMS5,20SSD,15.5
19863,TMMS5,14V12,92.0
19864,TMMS5,30SSD,18.3
19865,TMMS5,10SSD,12.55
19866,TMMS5,1412A,53.0
19867,TMMS5,2006IT,153.0
19868,TMMS5,14V,88.75
19869,TMMS5,A36A,134.5
19870,TMMS5.5,1412A,53.0
19871,TMMS5.5,10SSD,12.55
19872,TMMS5.5,14V,88.75
19873,TMMS5.5,208CCP,50.5
19874,TMMS5.5,14V12,92.0
19875,TMMS5.5,2006IT,153.0
19876,TMMS5.5,20SSD,15.5
19877,TMMS5.5,TMMS10,26.0
19878,TMMS5.5,TMMS5.5,26.0
19879,TMMS5.5,2420A,83.75
19880,TMMS6,1412A,53.0
19881,TMMS6,208CCP,50.5
19882,TMMS6,2006IT,153.0
19883,TMMS6,14V,88.75
19884,TMMS6,14V12,92.0
19885,TMMS6,10SSD,12.55
19886,TMMS6,TMMS10,26.0
19887,TMMS6,2420A,83.75
19888,TMMS6,TMMS8,26.0
19889,TMMS6,20SSD,15.5
19890,TMMS7,2006IT,153.0
19891,TMMS7,208CCP,50.5
19892,TMMS7,1412A,53.0
19893,TMMS7,14V,88.75
19894,TMMS7,10SSD,12.55
19895,TMMS7,14V12,92.0
19896,TMMS7,2420A,83.75
19897,TMMS7,TMMS10,26.0
19898,TMMS7,20SSD,15.5
19899,TMMS7,TMMS13,26.0
19900,TMMS8,20SSD,15.5
19901,TMMS8,208CCP,50.5
19902,TMMS8,1412A,53.0
19903,TMMS8,TMMS8,26.0
19904,TMMS8,2420A,83.75
19905,TMMS8,14V,88.75
19906,TMMS8,2006IT,153.0
19907,TMMS8,14V12,92.0
19908,TMMS8,TMMS10,26.0
19909,TMMS8,10SSD,12.55
19910,TMMS9,14V12,92.0
19911,TMMS9,1412A,53.0
19912,TMMS9,2006IT,153.0
19913,TMMS9,14V,88.75
19914,TMMS9,208CCP,50.5
19915,TMMS9,10SSD,12.55
19916,TMMS9,20SSD,15.5
19917,TMMS9,2420A,83.75
19918,TMMS9,TMMS10,26.0
19919,TMMS9,30SSD,18.3
19920,TMP12E,20SSD,15.5
19921,TMP12E,340SSDP,22.3
19922,TMP12E,7031A,45.5
19923,TMP12E,2006IT,153.0
19924,TMP12E,30SSD,18.3
19925,TMP12E,10SSD,12.55
19926,TMP12E,A159,55.5
19927,TMP12E,A179A,56.5
19928,TMP12E,A106,50.25
19929,TMP12E,14V,88.75
19930,TMP22E,TMC105E,33.25
19931,TMP22E,10SSD,12.55
19932,TMP22E,1412A,53.0
19933,TMP22E,PPC203A,22.2
19934,TMP22E,2006IT,153.0
19935,TMP22E,TMC106E,37.25
19936,TMP22E,TMC104E,30.25
19937,TMP22E,14V,88.75
19938,TMP22E,20SSD,15.5
19939,TMP22E,A179A,56.5
19940,TMP23E,208CCP,50.5
19941,TMP23E,PWC52A,68.0
19942,TMP23E,14V12,92.0
19943,TMP23E,TMC105E,33.25
19944,TMP23E,2006IT,153.0
19945,TMP23E,TMS70A,27.25
19946,TMP23E,20SSD,15.5
19947,TMP23E,F4LBK,66.5
19948,TMP23E,A179A,56.5
19949,TMP23E,340SSDP,22.3
19950,TMR4,SSFP2,23.7
19951,TMR4,PPK15,8.95
19952,TMR4,VS814A,1035.0
19953,TMR4,PPN4050,8.95
19954,TMR4,110STMDY,284.0
19955,TMR4,TK72,110.0
19956,TMR4,110TMDY,177.5
19957,TMR4,XO605,364.0
19958,TMR4,OEXM80B,39.75
19959,TMR4,210FRXM,710.0
19960,TMR4R,SSFP1,23.7
19961,TMR4R,SSFP2,23.7
19962,TMR4R,SGDMRC11A,87.75
19963,TMR4R,SSF1,22.7
19964,TMR4R,OEXS709B,394.0
19965,TMR4R,OXI707BK,252.0
19966,TMR4R,F4LBK,66.5
19967,TMR4R,PWC52A,68.0
19968,TMR4R,FB302A,20.95
19969,TMR4R,TMS70A,27.25
19970,TMS4E,110TMDY,177.5
19971,TMS4E,110STMDY,284.0
19972,TMS4E,SHD1R,15.55
19973,TMS4E,61CF,58.5
19974,TMS4E,211FY,246.0
19975,TMS4E,T72,115.5
19976,TMS4E,SGD2BR,24.5
19977,TMS4E,F80,142.0
19978,TMS4E,SGD4BR,30.5
19979,TMS4E,SGDX80BR,219.5
19980,TMS70A,TMS70A,27.25
19981,TMS70A,SSFP1,23.7
19982,TMS70A,F4LBK,66.5
19983,TMS70A,SSFP2,23.7
19984,TMS70A,SGDMRC11A,87.75
19985,TMS70A,SSF1,22.7
19986,TMS70A,OXI707BK,252.0
19987,TMS70A,OEXS709B,394.0
19988,TMS70A,SGDMRC4-TM4,27.25
19989,TMS70A,PWC52A,68.0
19990,TMU101A,SQUARECOMB12,398.0
19991,TMU101A,TMU101A,58.25
19992,TMU101A,R1012C,35.0
19993,TMU101A,TMU181A,61.25
19994,TMU101A,TMU81B,57.75
19995,TMU101A,F141,20.75
19996,TMU101A,TMU121A,58.25
19997,TMU101A,R1011C,34.95
19998,TMU101A,TMU161A,61.25
19999,TMU101A,208FRDH,273.0
20000,TMU121A,SQUARECOMB12,398.0
20001,TMU121A,F141,20.75
20002,TMU121A,R1012C,35.0
20003,TMU121A,TMU121A,58.25
20004,TMU121A,STMD18,28.75
20005,TMU121A,TMU101A,58.25
20006,TMU121A,STMD16,28.75
20007,TMU121A,TMU81B,57.75
20008,TMU121A,R1214C,39.9
20009,TMU121A,F101,20.75
20010,TMU141A,F141,20.75
20011,TMU141A,TMU141A,59.5
20012,TMU141A,TMU181A,61.25
20013,TMU141A,TMU101A,58.25
20014,TMU141A,TMU81B,57.75
20015,TMU141A,TMU121A,58.25
20016,TMU141A,F101,20.75
20017,TMU141A,TMD18,18.2
20018,TMU141A,SQUARECOMB12,398.0
20019,TMU141A,TMU161A,61.25
20020,TMU161A,F141,20.75
20021,TMU161A,AW1013DK,67.25
20022,TMU161A,TMU121A,58.25
20023,TMU161A,TMU81B,57.75
20024,TMU161A,TMU181A,61.25
20025,TMU161A,OEX709B,469.0
20026,TMU161A,SQUARECOMB12,398.0
20027,TMU161A,TMU101A,58.25
20028,TMU161A,TMU161A,61.25
20029,TMU161A,S6106KA,97.25
20030,TMU181A,F141,20.75
20031,TMU181A,F101,20.75
20032,TMU181A,TMU181A,61.25
20033,TMU181A,S6106KA,97.25
20034,TMU181A,AW1013DK,67.25
20035,TMU181A,TMU121A,58.25
20036,TMU181A,OEX709B,469.0
20037,TMU181A,208FRDH,273.0
20038,TMU181A,TMU81B,57.75
20039,TMU181A,TMU101A,58.25
20040,TMU81B,TMU81B,57.75
20041,TMU81B,TMU121A,58.25
20042,TMU81B,TMU101A,58.25
20043,TMU81B,F141,20.75
20044,TMU81B,SQUARECOMB12,398.0
20045,TMU81B,STMD18,28.75
20046,TMU81B,TMU181A,61.25
20047,TMU81B,AW1013DK,67.25
20048,TMU81B,R1011C,34.95
20049,TMU81B,208FRDH,273.0
20050,TMU8B,110TMDY,177.5
20051,TMU8B,SXK5,47.75
20052,TMU8B,10MA,19.25
20053,TMU8B,SGDX80BR,219.5
20054,TMU8B,EC-USB-C-3A,43.25
20055,TMU8B,112TMMY,245.0
20056,TMU8B,110STMDY,284.0
20057,TMU8B,OEXM90B,41.0
20058,TMU8B,PPC103A,19.4
20059,TMU8B,106TMUSA,356.0
20060,TMUS141A,TW481,95.0
20061,TMUS141A,IMM360,68.25
20062,TMUS141A,TMUS161A,61.25
20063,TMUS141A,STX70E,64.5
20064,TMUS141A,206EFABL,250.25
20065,TMUS141A,FCO14A,34.25
20066,TMUS141A,208FRDH,273.0
20067,TMUS141A,TMUS141A,59.5
20068,TMUS141A,SPBS12AR,61.0
20069,TMUS141A,112RTA,299.0
20070,TMUS161A,SAM19E,79.25
20071,TMUS161A,IMM360,68.25
20072,TMUS161A,SGASA204CR,67.25
20073,TMUS161A,KAC1224TCA,111.0
20074,TMUS161A,RTD48,198.0
20075,TMUS161A,FCO30A,47.0
20076,TMUS161A,112RTA,299.0
20077,TMUS161A,S9706KRA,51.25
20078,TMUS161A,STX70E,64.5
20079,TMUS161A,HBFE24,86.25
20080,TMUS181A,209EFTXBY,344.0
20081,TMUS181A,AEM444,49.5
20082,TMUS181A,AEM5530,57.75
20083,TMUS181A,112TMMY,245.0
20084,TMUS181A,TMUS161A,61.25
20085,TMUS181A,AEM6530,34.5
20086,TMUS181A,A277,10.6
20087,TMUS181A,KAC1224TCA,111.0
20088,TMUS181A,HD6529,100.5
20089,TMUS181A,TW401,61.0
20090,TMX1,FXK3,34.25
20091,TMX1,FXK11,53.5
20092,TMX1,TMXK60,28.75
20093,TMX1,FXK6,42.0
20094,TMX1,SXK5,47.75
20095,TMX1,110TMDY,177.5
20096,TMX1,TMXK4,27.25
20097,TMX1,211FY,246.0
20098,TMX1,EC-USB-C-3A,43.25
20099,TMX1,TMXK2,20.95
20100,TMXK110,T72,115.5
20101,TMXK110,EC-USB-C-3A,43.25
20102,TMXK110,FXK11,53.5
20103,TMXK110,211FY,246.0
20104,TMXK110,SXK5,47.75
20105,TMXK110,FXK6,42.0
20106,TMXK110,110TMDY,177.5
20107,TMXK110,F80,142.0
20108,TMXK110,FXK3,34.25
20109,TMXK110,PPC103A,19.4
20110,TMXK2,110TMDY,177.5
20111,TMXK2,SXK5,47.75
20112,TMXK2,FXK11,53.5
20113,TMXK2,TMXK4,27.25
20114,TMXK2,F80,142.0
20115,TMXK2,FXK6,42.0
20116,TMXK2,TMXK60,28.75
20117,TMXK2,FXK3,34.25
20118,TMXK2,T72,115.5
20119,TMXK2,211FY,246.0
20120,TMXK4,SXK5,47.75
20121,TMXK4,FXK11,53.5
20122,TMXK4,110TMDY,177.5
20123,TMXK4,TMXK4,27.25
20124,TMXK4,SXK11,74.0
20125,TMXK4,T72,115.5
20126,TMXK4,FXK3,34.25
20127,TMXK4,FXK6,42.0
20128,TMXK4,211FY,246.0
20129,TMXK4,F80,142.0
20130,TMXK60,110TMDY,177.5
20131,TMXK60,TMXK60,28.75
20132,TMXK60,SXK5,47.75
20133,TMXK60,EC-USB-C-3A,43.25
20134,TMXK60,212SFSMY,391.0
20135,TMXK60,BP16B,54.5
20136,TMXK60,FXK6,42.0
20137,TMXK60,S80A,207.0
20138,TMXK60,GFAT1E,20.8
20139,TMXK60,GSAF1F,27.0
20140,TN72,110TMDY,177.5
20141,TN72,211FY,246.0
20142,TN72,110STMDY,284.0
20143,TN72,SSFP1,23.7
20144,TN72,TMU81B,57.75
20145,TN72,BLPEXTF146,30.0
20146,TN72,110RTSMA,213.0
20147,TN72,206EFAML,236.25
20148,TN72,13ELECTBP14KIT,955.0
20149,TN72,208FRDHM,273.0
20150,TNF72,TKF72,129.0
20151,TNF72,TK72,110.0
20152,TNF72,F80MP,192.0
20153,TNF72,FKF80A,153.0
20154,TNF72,FCF72,141.5
20155,TNF72,TNF72,148.5
20156,TNF72,SX80B,277.0
20157,TNF72,HL138ACP,92.0
20158,TNF72,106ATMXW,186.0
20159,TNF72,PWC52A,68.0
20160,TPGDL2000,TDG2,40.0
20161,TPGDL2000,PBN500,62.25
20162,TPGDL2000,TPGDL2000,261.0
20163,TPGDL2000,MAGDISH,42.5
20164,TPGDL2000,TR108,23.45
20165,TPGDL2000,LN47ACF,71.75
20166,TPGDL2000,FHLLF80,215.0
20167,TPGDL2000,MAGMICRO,12.8
20168,TPGDL2000,ASGP102BR,101.5
20169,TPGDL2000,ECHDE052,111.0
20170,TPGIF1600A,BTG8,43.75
20171,TPGIF1600A,BTCP500,109.5
20172,TPGIF1600A,LSRM2000,113.0
20173,TPGIF1600A,TR108,23.45
20174,TPGIF1600A,BTCP600,145.0
20175,TPGIF1600A,SN24C,172.0
20176,TPGIF1600A,F80,142.0
20177,TPGIF1600A,SGASA204CR,67.25
20178,TPGIF1600A,117TMM,495.0
20179,TPGIF1600A,TPGDL2000,261.0
20180,TPM16,SGASA204CR,67.25
20181,TPM16,EC-USB-C-3A,43.25
20182,TPM16,HSG319,53.5
20183,TPM16,FBST338,43.25
20184,TPM16,FXK6,42.0
20185,TPM16,OEXM6B,38.25
20186,TPM16,AC58E,11.4
20187,TPM16,SGDX80BR,219.5
20188,TPM16,PPC710BK,318.0
20189,TPM16,FXK11,53.5
20190,TPM16EM,PPK300,25.5
20191,TPM16EM,MAGTRAY,75.75
20192,TPM16EM,14V12,92.0
20193,TPM16EM,20SSD,15.5
20194,TPM16EM,PTM2,33.25
20195,TPM16EM,ECSPH271G-L,109.5
20196,TPM16EM,2420A,83.75
20197,TPM16EM,KACKMCFIBER1,6.3
20198,TPM16EM,AWEF9K,16.7
20199,TPM16EM,2006IT,153.0
20200,TPM16GRN,PTM30,139.0
20201,TPM16GRN,SGDMRC4A,81.0
20202,TPM16GRN,KACKMCFIBER1,6.3
20203,TPM16GRN,908CF,86.75
20204,TPM16GRN,MAGDISH,42.5
20205,TPM16GRN,SSFP2,23.7
20206,TPM16GRN,PTM2,33.25
20207,TPM16GRN,PLRK27,56.0
20208,TPM16GRN,612AEP,98.75
20209,TPM16GRN,84CF,52.0
20210,TPM16ORG,14V,88.75
20211,TPM16ORG,20SSD,15.5
20212,TPM16ORG,14V12,92.0
20213,TPM16ORG,30SSD,18.3
20214,TPM16ORG,10SSD,12.55
20215,TPM16ORG,208CCP,50.5
20216,TPM16ORG,1412A,53.0
20217,TPM16ORG,2006IT,153.0
20218,TPM16ORG,2420A,83.75
20219,TPM16ORG,A106,50.25
20220,TPMB25,F80,142.0
20221,TPMB25,T72,115.5
20222,TPMB25,EC-USB-C-3A,43.25
20223,TPMB25,FXK6,42.0
20224,TPMB25,110TMDY,177.5
20225,TPMB25,FXK3,34.25
20226,TPMB25,SGDX80BR,219.5
20227,TPMB25,HSG319,53.5
20228,TPMB25,OEX8B,39.75
20229,TPMB25,FU8A,67.0
20230,TPMB25EM,EC-USB-C-3A,43.25
20231,TPMB25EM,PPC710BK,318.0
20232,TPMB25EM,SGASA204CR,67.25
20233,TPMB25EM,RTD48,198.0
20234,TPMB25EM,AC58E,11.4
20235,TPMB25EM,PL400B,235.5
20236,TPMB25EM,HSG319,53.5
20237,TPMB25EM,CSA8CR,40.25
20238,TPMB25EM,SPBS704AR,274.0
20239,TPMB25EM,SOEXM9,42.0
20240,TPMB25EMGRN,MAGMINI,34.75
20241,TPMB25EMGRN,MRB12B,67.75
20242,TPMB25EMGRN,CLRPW75,36.5
20243,TPMB25EMGRN,AWEF9K,16.7
20244,TPMB25EMGRN,PLRK27,56.0
20245,TPMB25EMGRN,YA389A,18.15
20246,TPMB25EMGRN,BDGPL412HG,37.75
20247,TPMB25EMGRN,EPC160,81.0
20248,TPMB25EMGRN,UKBU10,10.2
20249,TPMB25EMGRN,MAGTRAY,75.75
20250,TPMB25EMORG,SGTT110B,161.0
20251,TPMB25EMORG,KASS13,91.5
20252,TPMB25EMORG,MAGMAT,88.25
20253,TPMB25EMORG,SODC1,118.0
20254,TPMB25EMORG,PTM2,33.25
20255,TPMB25EMORG,KACKMCFIBER1,6.3
20256,TPMB25EMORG,PPN4050,8.95
20257,TPMB25EMORG,ECSPH271G-L,109.5
20258,TPMB25EMORG,PTM30,139.0
20259,TPMB25EMORG,MAGTRAY,75.75
20260,TPMB25GRN,PTM30,139.0
20261,TPMB25GRN,KASS13,91.5
20262,TPMB25GRN,MRB10B,49.25
20263,TPMB25GRN,SODC1,118.0
20264,TPMB25GRN,SGTT110B,161.0
20265,TPMB25GRN,UKBU10,10.2
20266,TPMB25GRN,SGTT4B,18.85
20267,TPMB25GRN,MAGTRAY,75.75
20268,TPMB25GRN,PTM2,33.25
20269,TPMB25GRN,CSSD1R,76.0
20270,TPMB25ORG,10SSD,12.55
20271,TPMB25ORG,1412A,53.0
20272,TPMB25ORG,14V,88.75
20273,TPMB25ORG,208CCP,50.5
20274,TPMB25ORG,30SSD,18.3
20275,TPMB25ORG,2420A,83.75
20276,TPMB25ORG,14V12,92.0
20277,TPMB25ORG,ECSPH271G-L,109.5
20278,TPMB25ORG,2006IT,153.0
20279,TPMB25ORG,ACTUVLITE4,42.75
20280,TPMBM5,ITHE100,24.5
20281,TPMBM5,2004BSKA,138.5
20282,TPMBM5,PHP3A,40.0
20283,TPMBM5,207EFAMY,218.5
20284,TPMBM5,GA460B,34.75
20285,TPMBM5,STMM4,30.0
20286,TPMBM5,XFRM705,590.0
20287,TPMBM5,210EFTAMY,299.0
20288,TPMBM5,ACT73A,27.5
20289,TPMBM5,UIM325,30.5
20290,TQFR100C,EC-USB-C-3A,43.25
20291,TQFR100C,PPC710BK,318.0
20292,TQFR100C,SGASA204CR,67.25
20293,TQFR100C,SN15B,150.0
20294,TQFR100C,S9704KA,52.75
20295,TQFR100C,HSG319,53.5
20296,TQFR100C,PL400B,235.5
20297,TQFR100C,SGDX80BR,219.5
20298,TQFR100C,PPK15,8.95
20299,TQFR100C,FBST338,43.25
20300,TQSG3F250,F80,142.0
20301,TQSG3F250,212FSMY,260.0
20302,TQSG3F250,224SFFSMFR,690.0
20303,TQSG3F250,SGDX80BR,219.5
20304,TQSG3F250,206EAU,205.5
20305,TQSG3F250,BLPTHC87,610.0
20306,TQSG3F250,FX80B,179.5
20307,TQSG3F250,SGASA204CR,67.25
20308,TQSG3F250,SGDX60BR,179.5
20309,TQSG3F250,212SFSMY,391.0
20310,TR107A,F80,142.0
20311,TR107A,FXK6,42.0
20312,TR107A,FXK3,34.25
20313,TR107A,EC-USB-C-3A,43.25
20314,TR107A,211FY,246.0
20315,TR107A,110TMDY,177.5
20316,TR107A,SGDX80BR,219.5
20317,TR107A,HSG319,53.5
20318,TR107A,T72,115.5
20319,TR107A,GA295,21.5
20320,TR108,YA4050B,78.75
20321,TR108,GA265A,30.5
20322,TR108,TR108,23.45
20323,TR108,BTCP600,145.0
20324,TR108,UPT2FL,22.8
20325,TR108,PTM30,139.0
20326,TR108,GA294,23.55
20327,TR108,UIM2FL,23.95
20328,TR108,BTG9,30.25
20329,TR108,PT28E,21.25
20330,TR117O,PBN500,62.25
20331,TR117O,UPT2FL,22.8
20332,TR117O,ASGP102BR,101.5
20333,TR117O,SSF1,22.7
20334,TR117O,TKF72,129.0
20335,TR117O,GMB3042,31.25
20336,TR117O,YA2850A,13.95
20337,TR117O,CLRPW75,36.5
20338,TR117O,PT40B,38.0
20339,TR117O,TR117O,17.35
20340,TR72,FX1,23.65
20341,TR72,PPC108LA,42.75
20342,TR72,OEX8B,39.75
20343,TR72,YA537,42.5
20344,TR72,A2A,22.5
20345,TR72,10MA,19.25
20346,TR72,106TMUSA,356.0
20347,TR72,AHCS1,22.65
20348,TR72,PPC812B,36.25
20349,TR72,F4LB,66.5
20350,TRF72,TK72,110.0
20351,TRF72,FKF80A,153.0
20352,TRF72,TKF72,129.0
20353,TRF72,LN46ACF,64.0
20354,TRF72,EPC160,81.0
20355,TRF72,TL72FOD,123.3
20356,TRF72,TMR4,86.75
20357,TRF72,AWP45,39.5
20358,TRF72,95ACF,58.5
20359,TRF72,TF72,142.0
20360,TRSLF72,SGDMRC4-TM4,27.25
20361,TRSLF72,F4LBK,66.5
20362,TRSLF72,TMS70A,27.25
20363,TRSLF72,XO605,364.0
20364,TRSLF72,STMD18,28.75
20365,TRSLF72,BLPBTW6,74.75
20366,TRSLF72,SDDDM1AR,20.35
20367,TRSLF72,TK72,110.0
20368,TRSLF72,F18LA,106.5
20369,TRSLF72,BLPBTW8,81.5
20370,TRX72,TMS70A,27.25
20371,TRX72,SGDMRCE44,107.0
20372,TRX72,TL72FOD,123.3
20373,TRX72,TKF72,129.0
20374,TRX72,SSFP1,23.7
20375,TRX72,103UFTS,213.5
20376,TRX72,TMP22E,33.75
20377,TRX72,908CF,86.75
20378,TRX72,F4LBK,66.5
20379,TRX72,SGDMRC11A,87.75
20380,TTX10E,TTX10E,40.0
20381,TTX10E,TTX27E,41.25
20382,TTX10E,TTX25E,40.0
20383,TTX10E,TTX8E,40.0
20384,TTX10E,FTX40E,40.75
20385,TTX10E,TTX15E,40.0
20386,TTX10E,FTX50E,40.75
20387,TTX10E,TTX20E,40.0
20388,TTX10E,FTX45E,40.75
20389,TTX10E,FA8E,30.75
20390,TTX15E,TTX27E,41.25
20391,TTX15E,TTX10E,40.0
20392,TTX15E,TTX15E,40.0
20393,TTX15E,TTX25E,40.0
20394,TTX15E,TTX8E,40.0
20395,TTX15E,TTX20E,40.0
20396,TTX15E,FTX40E,40.75
20397,TTX15E,FTX45E,40.75
20398,TTX15E,FTX50E,40.75
20399,TTX15E,10SSD,12.55
20400,TTX20E,TTX27E,41.25
20401,TTX20E,TTX10E,40.0
20402,TTX20E,TTX20E,40.0
20403,TTX20E,FTX45E,40.75
20404,TTX20E,TTX25E,40.0
20405,TTX20E,FTX40E,40.75
20406,TTX20E,TTX8E,40.0
20407,TTX20E,FTX50E,40.75
20408,TTX20E,TTX15E,40.0
20409,TTX20E,FA8E,30.75
20410,TTX25E,TTX25E,40.0
20411,TTX25E,TTX27E,41.25
20412,TTX25E,TTX10E,40.0
20413,TTX25E,TTX20E,40.0
20414,TTX25E,FTX50E,40.75
20415,TTX25E,TTX8E,40.0
20416,TTX25E,FTX45E,40.75
20417,TTX25E,TTX15E,40.0
20418,TTX25E,FTX40E,40.75
20419,TTX25E,10SSD,12.55
20420,TTX27E,TTX27E,41.25
20421,TTX27E,TTX25E,40.0
20422,TTX27E,TTX10E,40.0
20423,TTX27E,TTX15E,40.0
20424,TTX27E,TTX20E,40.0
20425,TTX27E,FTX45E,40.75
20426,TTX27E,FTX40E,40.75
20427,TTX27E,FTX50E,40.75
20428,TTX27E,TTX8E,40.0
20429,TTX27E,AWSGT8A,13.95
20430,TTX30E,FTX45E,40.75
20431,TTX30E,TTX27E,41.25
20432,TTX30E,FTX50E,40.75
20433,TTX30E,FTX40E,40.75
20434,TTX30E,TTX10E,40.0
20435,TTX30E,AWM6D,3.6
20436,TTX30E,SIM280,52.0
20437,TTX30E,TTX25E,40.0
20438,TTX30E,AWM8D,6.5
20439,TTX30E,TTX8E,40.0
20440,TTX40E,TTX10E,40.0
20441,TTX40E,FTX40E,40.75
20442,TTX40E,TTX25E,40.0
20443,TTX40E,TTX27E,41.25
20444,TTX40E,FTX45E,40.75
20445,TTX40E,TTX8E,40.0
20446,TTX40E,FTX50E,40.75
20447,TTX40E,TTX15E,40.0
20448,TTX40E,TTX20E,40.0
20449,TTX40E,AWM2-1/2D,3.2
20450,TTX8E,TTX27E,41.25
20451,TTX8E,TTX25E,40.0
20452,TTX8E,TTX8E,40.0
20453,TTX8E,TTX10E,40.0
20454,TTX8E,FTX40E,40.75
20455,TTX8E,TTX20E,40.0
20456,TTX8E,FTX45E,40.75
20457,TTX8E,FTX50E,40.75
20458,TTX8E,TTX15E,40.0
20459,TTX8E,FA8E,30.75
20460,TW121A,10SSD,12.55
20461,TW121A,20SSD,15.5
20462,TW121A,208CCP,50.5
20463,TW121A,2006IT,153.0
20464,TW121A,30SSD,18.3
20465,TW121A,14V,88.75
20466,TW121A,2420A,83.75
20467,TW121A,340SSDP,22.3
20468,TW121A,1412A,53.0
20469,TW121A,14V12,92.0
20470,TW141A,14V,88.75
20471,TW141A,10SSD,12.55
20472,TW141A,208CCP,50.5
20473,TW141A,2006IT,153.0
20474,TW141A,1412A,53.0
20475,TW141A,30SSD,18.3
20476,TW141A,20SSD,15.5
20477,TW141A,14V12,92.0
20478,TW141A,2420A,83.75
20479,TW141A,340SSDP,22.3
20480,TW161A,2420A,83.75
20481,TW161A,208CCP,50.5
20482,TW161A,1412A,53.0
20483,TW161A,14V12,92.0
20484,TW161A,20SSD,15.5
20485,TW161A,30SSD,18.3
20486,TW161A,10SSD,12.55
20487,TW161A,14V,88.75
20488,TW161A,2006IT,153.0
20489,TW161A,340SSDP,22.3
20490,TW181A,10SSD,12.55
20491,TW181A,208CCP,50.5
20492,TW181A,14V12,92.0
20493,TW181A,2420A,83.75
20494,TW181A,20SSD,15.5
20495,TW181A,1412A,53.0
20496,TW181A,30SSD,18.3
20497,TW181A,14V,88.75
20498,TW181A,340SSDP,22.3
20499,TW181A,2006IT,153.0
20500,TW201,14V12,92.0
20501,TW201,14V,88.75
20502,TW201,2420A,83.75
20503,TW201,208CCP,50.5
20504,TW201,2006IT,153.0
20505,TW201,1412A,53.0
20506,TW201,340SSDP,22.3
20507,TW201,10SSD,12.55
20508,TW201,20SSD,15.5
20509,TW201,30SSD,18.3
20510,TW221,14V12,92.0
20511,TW221,1412A,53.0
20512,TW221,2006IT,153.0
20513,TW221,20SSD,15.5
20514,TW221,10SSD,12.55
20515,TW221,208CCP,50.5
20516,TW221,14V,88.75
20517,TW221,2420A,83.75
20518,TW221,30SSD,18.3
20519,TW221,340SSDP,22.3
20520,TW241,340SSDP,22.3
20521,TW241,14V12,92.0
20522,TW241,2006IT,153.0
20523,TW241,2420A,83.75
20524,TW241,20SSD,15.5
20525,TW241,14V,88.75
20526,TW241,10SSD,12.55
20527,TW241,208CCP,50.5
20528,TW241,1412A,53.0
20529,TW241,30SSD,18.3
20530,TW261,208CCP,50.5
20531,TW261,14V12,92.0
20532,TW261,2420A,83.75
20533,TW261,10SSD,12.55
20534,TW261,A106,50.25
20535,TW261,340SSDP,22.3
20536,TW261,1412A,53.0
20537,TW261,2006IT,153.0
20538,TW261,7031A,45.5
20539,TW261,30SSD,18.3
20540,TW281,14V,88.75
20541,TW281,2006IT,153.0
20542,TW281,2420A,83.75
20543,TW281,10SSD,12.55
20544,TW281,208CCP,50.5
20545,TW281,30SSD,18.3
20546,TW281,14V12,92.0
20547,TW281,340SSDP,22.3
20548,TW281,20SSD,15.5
20549,TW281,1412A,53.0
20550,TW301,2420A,83.75
20551,TW301,20SSD,15.5
20552,TW301,208CCP,50.5
20553,TW301,2006IT,153.0
20554,TW301,340SSDP,22.3
20555,TW301,10SSD,12.55
20556,TW301,30SSD,18.3
20557,TW301,14V,88.75
20558,TW301,14V12,92.0
20559,TW301,1412A,53.0
20560,TW321,TWM17,30.0
20561,TW321,14V12,92.0
20562,TW321,14V,88.75
20563,TW321,1412A,53.0
20564,TW321,340SSDP,22.3
20565,TW321,30SSD,18.3
20566,TW321,10SSD,12.55
20567,TW321,20SSD,15.5
20568,TW321,2006IT,153.0
20569,TW321,TMM8,20.8
20570,TW341,212SFSMY,391.0
20571,TW341,S9706KRA,51.25
20572,TW341,110STMDY,284.0
20573,TW341,315SIMMYA,605.0
20574,TW341,311IMYA,296.0
20575,TW341,112TMMY,245.0
20576,TW341,208EPIT,403.0
20577,TW341,110TMDY,177.5
20578,TW341,315IMMYA,375.0
20579,TW341,313TWMYA,402.0
20580,TW361,S9706KRA,51.25
20581,TW361,212FSMY,260.0
